,G10,G12,G25,G26,G31,G46,G49,G54,G59,G61,G65,G66,G69,G80,G87,G89,G100,G103,G111,F_BUS,T_BUS,TYPE,DONE,TAP,Total,Error
E115_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1599158793261571,0.033026064261525455,0.0,0.000633277662013072,0.0,0.0,0.0,75,70,E,True,1.0,0.19357522124969564,0.0
E115_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11006906724894197,0.022731626799585316,0.0,0.0004358809260286397,0.0,0.0,0.0,75,70,E,True,1.0,0.13323657497455593,0.0
E116_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.00896571810705,0.0,0.0,0.0,0.0,0.0,0.0,69,75,E,True,1.0,110.00896571810705,0.0
E116_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.15533762145218,0.0,0.0,0.0,0.0,0.0,0.0,69,75,E,True,1.0,105.15533762145218,0.0
E117_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.25153931427986,8.932371962198605,0.0,0.17127901125784856,0.0,0.0,0.0,75,74,E,True,1.0,52.35519028773632,0.0
E117_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9486735376923,8.869823673421122,0.0,0.1700796423664706,0.0,0.0,0.0,75,74,E,True,1.0,51.9885768534799,0.0
E118_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.821507388591638,43.548498889139786,0.0,0.8350462635301454,0.0,0.0,0.0,77,76,E,True,1.0,63.205052541261566,0.0
E118_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2095517872835,42.13257893790763,0.0,0.8078958750002424,0.0,0.0,0.0,77,76,E,True,1.0,61.150026600191374,0.0
E119_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.209383525693426,0.0,0.0,0.0,0.0,0.0,0.0,69,77,E,True,1.0,62.209383525693426,0.0
E119_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.04911654844073,0.0,0.0,0.0,0.0,0.0,0.0,69,77,E,True,1.0,61.04911654844073,0.0
E120_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.544877875046968,24.398343498562866,0.0,0.4678403640654714,0.0,0.0,0.0,77,75,E,True,1.0,35.411061737675304,7.105427357601002e-15
E120_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.30581475589943,23.84520820691554,0.0,0.45723394661598404,0.0,0.0,0.0,77,75,E,True,1.0,34.608256909430956,7.105427357601002e-15
E121_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.517855146860976,31.277106965590253,0.0,0.5997412533583825,0.0,0.0,0.0,77,78,E,True,1.0,45.39470336580961,7.105427357601002e-15
E121_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.494475051302983,31.223010976123838,0.0,0.5987039580433157,0.0,0.0,0.0,77,78,E,True,1.0,45.31618998547014,7.105427357601002e-15
E122_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.737240771071285,0.0,0.0,0.0,0.0,0.0,79,78,E,True,1.0,25.737240771071285,0.0
E122_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683810014529,0.0,0.0,0.0,0.0,0.0,79,78,E,True,1.0,25.683810014529,0.0
E123_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.34354596377788,0.0,0.0,0.0,0.0,0.0,80,77,E,True,1.0,98.34354596377788,0.0
E123_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.57090529355129,0.0,0.0,0.0,0.0,0.0,80,77,E,True,1.0,96.57090529355129,0.0
E124_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.04637025665105,0.0,0.0,0.0,0.0,0.0,80,77,E,True,1.0,45.04637025665105,0.0
E124_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.36533412902046,0.0,0.0,0.0,0.0,0.0,80,77,E,True,1.0,44.36533412902046,0.0
E125_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.50468240314372,0.0,0.0,0.0,0.0,0.0,80,79,E,True,1.0,65.50468240314372,0.0
E125_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7372407710716,0.0,0.0,0.0,0.0,0.0,80,79,E,True,1.0,64.7372407710716,0.0
E126_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.201949365796786,0.0,0.0,0.0,0.0,0.0,81,68,E,True,1.0,44.201949365796786,0.0
E126_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.145471159835374,0.0,0.0,0.0,0.0,0.0,81,68,E,True,1.0,44.145471159835374,0.0
E127_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.20194936579798,0.0,0.0,0.0,0.0,0.0,80,81,E,True,0.935,44.20194936579798,0.0
E127_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.20194936579796,0.0,0.0,0.0,0.0,0.0,80,81,E,True,0.935,44.20194936579796,0.0
E128_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33171434343690254,0.0,2.834980581112827,0.0,0.0,0.0,82,77,E,True,1.0,3.16669492454973,-4.440892098500626e-16
E128_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3169200243811596,0.0,2.7085416493522634,0.0,0.0,0.0,82,77,E,True,1.0,3.025461673733423,-1.3322676295501878e-15
E129_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.556897567840025,0.0,0.0,0.0,83,82,E,True,1.0,47.556897567840025,0.0
E129_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.222357948743905,0.0,0.0,0.0,83,82,E,True,1.0,47.222357948743905,-7.105427357601002e-15
E130_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.346101047285106,0.0,0.0,0.0,84,83,E,True,1.0,25.346101047285106,-7.105427357601002e-15
E130_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.786037099261417,0.0,0.0,0.0,84,83,E,True,1.0,24.786037099261417,-7.105427357601002e-15
E131_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.66571878759407,0.0,0.0,0.0,85,83,E,True,1.0,43.66571878759407,0.0
E131_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.770860468578405,0.0,0.0,0.0,85,83,E,True,1.0,42.770860468578405,0.0
E132_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.79065735520729,0.0,0.0,0.0,85,84,E,True,1.0,36.79065735520729,0.0
E132_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.346101047285075,0.0,0.0,0.0,85,84,E,True,1.0,36.346101047285075,-7.105427357601002e-15
E133_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.172481229798667,0.0,0.0,0.0,85,86,E,True,1.0,17.172481229798667,0.0
E133_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.05305015184333,0.0,0.0,0.0,85,86,E,True,1.0,17.05305015184333,0.0
E134_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9999999999999196,0.0,0.0,0.0,0.0,87,86,E,True,1.0,3.9999999999999196,0.0
E134_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9469498481565135,0.0,0.0,0.0,0.0,87,86,E,True,1.0,3.9469498481565135,0.0
E135_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.93236237386121,0.0,0.0,0.0,88,85,E,True,1.0,50.93236237386121,0.0
E135_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.39242685620583,0.0,0.0,0.0,88,85,E,True,1.0,50.39242685620583,0.0
E136_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.48864120781255,0.0,0.0,0.0,89,85,E,True,1.0,72.48864120781255,0.0
E136_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.23643051639415,0.0,0.0,0.0,89,85,E,True,1.0,71.23643051639415,0.0
E137_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.3279651581472,0.0,0.0,0.0,89,88,E,True,1.0,100.3279651581472,0.0
E137_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.93236237386132,0.0,0.0,0.0,89,88,E,True,1.0,98.93236237386132,0.0
E138_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.218697294889836,0.0,0.0,0.0,89,90,E,True,1.0,58.218697294889836,-7.105427357601002e-15
E138_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.47823396905717,0.0,0.0,0.0,89,90,E,True,1.0,56.47823396905717,-7.105427357601002e-15
E139_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.82844267284375,0.0,0.0,0.0,89,90,E,True,1.0,110.82844267284375,0.0
E139_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.93411581587344,0.0,0.0,0.0,89,90,E,True,1.0,107.93411581587344,0.0
E140_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4123497849307847,0.0,0.0,0.0,90,91,E,True,1.0,1.4123497849307847,-2.220446049250313e-16
E140_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4040171471462655,0.0,0.0,0.0,90,91,E,True,1.0,1.4040171471462655,-2.220446049250313e-16
E141_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.54154770680233,0.0,0.0,0.0,89,92,E,True,1.0,201.54154770680233,0.0
E141_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.56013722044847,0.0,0.0,0.0,89,92,E,True,1.0,197.56013722044847,0.0
E142_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.59470595950431,0.0,0.0,0.0,89,92,E,True,1.0,63.59470595950431,-7.105427357601002e-15
E142_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.01763084899803,0.0,0.0,0.0,89,92,E,True,1.0,62.01763084899803,-7.105427357601002e-15
E143_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.636060457205396,0.0,0.0,0.0,92,91,E,True,1.0,8.636060457205396,0.0
E143_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.595982852853641,0.0,0.0,0.0,92,91,E,True,1.0,8.595982852853641,1.7763568394002505e-15
E144_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.62349102434847,0.0,0.0,0.0,92,93,E,True,1.0,57.62349102434847,-7.105427357601002e-15
E144_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.719894987809674,0.0,0.0,0.0,92,93,E,True,1.0,56.719894987809674,-7.105427357601002e-15
E145_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.17007704990604,0.0,0.0,0.0,92,94,E,True,1.0,52.17007704990604,0.0
E145_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.74851780293397,0.0,0.0,0.0,92,94,E,True,1.0,50.74851780293397,0.0
E146_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.71989498780935,0.0,0.0,0.0,93,94,E,True,1.0,44.71989498780935,-7.105427357601002e-15
E146_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.181275535454205,0.0,0.0,0.0,93,94,E,True,1.0,44.181275535454205,-7.105427357601002e-15
E147_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.860971624212524,0.0,0.0,0.0,94,95,E,True,1.0,40.860971624212524,-7.105427357601002e-15
E147_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62372208396134,0.0,0.0,0.0,94,95,E,True,1.0,40.62372208396134,-7.105427357601002e-15
E148_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.96653487224019,0.0,0.0,0.0,0.0,0.0,80,96,E,True,1.0,18.96653487224019,0.0
E148_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.662662842763407,0.0,0.0,0.0,0.0,0.0,80,96,E,True,1.0,18.662662842763407,0.0
E149_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.999664888859089,0.0,3.963600914526254,0.0,0.0,0.0,96,82,E,True,1.0,9.963265803385342,-1.7763568394002505e-15
E149_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.988266355039261,0.0,3.9560706207666105,0.0,0.0,0.0,96,82,E,True,1.0,9.944336975805872,-1.7763568394002505e-15
E150_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.787882913802434,0.0,0.0,0.0,94,96,E,True,1.0,19.787882913802434,-3.552713678800501e-15
E150_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.659620816863463,0.0,0.0,0.0,94,96,E,True,1.0,19.659620816863463,-3.552713678800501e-15
E151_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.423477041214237,0.0,0.0,0.0,0.0,0.0,80,97,E,True,1.0,26.423477041214237,0.0
E151_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.18084162280505,0.0,0.0,0.0,0.0,0.0,80,97,E,True,1.0,26.18084162280505,0.0
E152_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.949280022131152,0.0,0.0,0.0,0.0,0.0,80,98,E,True,1.0,28.949280022131152,0.0
E152_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.743455956935527,0.0,0.0,0.0,0.0,0.0,80,98,E,True,1.0,28.743455956935527,0.0
E153_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.564160075044594,0.0,0.0,0.0,0.0,0.0,80,99,E,True,1.0,19.564160075044594,0.0
E153_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.351583963022545,0.0,0.0,0.0,0.0,0.0,80,99,E,True,1.0,19.351583963022545,0.0
E154_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.49705285368959,0.0,0.0,0.0,92,100,E,True,1.0,31.49705285368959,0.0
E154_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.707465266236845,0.0,0.0,0.0,92,100,E,True,1.0,30.707465266236845,0.0
E155_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.280938800374123,0.0,0.0,0.0,94,100,E,True,1.0,4.280938800374123,0.0
E155_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.866342531357147,0.0,0.0,0.0,94,100,E,True,1.0,3.866342531357147,-4.440892098500626e-16
E156_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8761309267181108,0.0,0.5788045510396836,0.0,0.0,0.0,96,95,E,True,1.0,1.4549354777577945,-2.220446049250313e-16
E156_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8287650307758029,0.0,0.5475128852629993,0.0,0.0,0.0,96,95,E,True,1.0,1.3762779160388021,-4.440892098500626e-16
E157_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.180841622804904,0.0,0.0,0.0,0.0,0.0,97,96,E,True,1.0,11.180841622804904,0.0
E157_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095917621515488,0.0,0.0,0.0,0.0,0.0,97,96,E,True,1.0,11.095917621515488,0.0
E158_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8926503277257568,4.383546426847106,0.0,0.0,100,98,E,True,1.0,5.2761967545728625,0.0
E158_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8893253949788091,4.367218648085715,0.0,0.0,100,98,E,True,1.0,5.256544043064524,0.0
E159_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.847436610026518,18.893643435242133,0.0,0.0,100,99,E,True,1.0,22.74108004526865,-3.552713678800501e-15
E159_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8317593028264136,18.816656734150914,0.0,0.0,100,99,E,True,1.0,22.648416036977327,0.0
E160_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.97969904323587,0.0,0.0,0.0,101,100,E,True,1.0,16.97969904323587,0.0
E160_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.742606056082455,0.0,0.0,0.0,101,100,E,True,1.0,16.742606056082455,0.0
E161_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.65108668429748,0.0,0.0,0.0,92,102,E,True,1.0,44.65108668429748,0.0
E161_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.39349241419223,0.0,0.0,0.0,92,102,E,True,1.0,44.39349241419223,0.0
E162_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.39349241419217,0.0,0.0,0.0,102,101,E,True,1.0,39.39349241419217,0.0
E162_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.97969904323587,0.0,0.0,0.0,102,101,E,True,1.0,38.97969904323587,0.0
E163_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.59876226915591,101.15453715508221,0.0,0.0,100,103,E,True,1.0,121.75329942423812,0.0
E163_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.200964287002506,99.20106683292572,0.0,0.0,100,103,E,True,1.0,119.40203111992822,-1.4210854715202004e-14
E164_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.505569503198465,46.67909027385008,0.0,0.0,100,104,E,True,1.0,56.184659777048545,-7.105427357601002e-15
E164_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259355171933493,45.47000322315142,0.0,0.0,100,104,E,True,1.0,54.729358395084915,0.0
E165_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.112644867143734,20.196004137689204,8.143462477758746,0.0,103,104,E,True,1.0,32.45211148259168,-7.105427357601002e-15
E165_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.036961061957604,19.82434295806571,7.993600710546325,0.0,103,104,E,True,1.0,31.85490473056964,-3.552713678800501e-15
E166_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4938680299500335,26.9787898175239,10.87842729069095,0.0,103,105,E,True,1.0,43.35108513816488,-7.105427357601002e-15
E166_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.354146024682475,26.29265564166698,10.601763259642775,0.0,103,105,E,True,1.0,42.24856492599223,-7.105427357601002e-15
E167_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.212171323082512,50.14900652946587,0.0,0.0,100,106,E,True,1.0,60.36117785254838,-7.105427357601002e-15
E167_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.835684324888225,48.30018825826933,0.0,0.0,100,106,E,True,1.0,58.13587258315756,-7.105427357601002e-15
E168_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.460844536746709,36.63803999673826,4.485378592169744,0.0,104,105,E,True,1.0,48.58426312565471,-7.105427357601002e-15
E168_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.422474443044169,36.449615613837864,4.462310909144684,0.0,104,105,E,True,1.0,48.33440096602671,-7.105427357601002e-15
E169_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2501363435160173,6.1390563936194935,1.4739536677473886,0.0,105,106,E,True,1.0,8.8631464048829,-1.7763568394002505e-15
E169_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2480320257173665,6.128722700256352,1.4714726048189213,0.0,105,106,E,True,1.0,8.84822733079264,-1.7763568394002505e-15
E170_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.773720428294094,18.531644682766174,4.449345941494148,0.0,105,107,E,True,1.0,26.754711052554416,-3.552713678800501e-15
E170_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7162545179987605,18.249446292291807,4.381591660379479,0.0,105,107,E,True,1.0,26.347292470670048,-3.552713678800501e-15
E171_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.380250270250267,16.599427047493116,3.9854311168385346,0.0,105,108,E,True,1.0,23.965108434581914,-7.105427357601002e-15
E171_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3533761436797094,16.467456019371568,3.953745598989518,0.0,105,108,E,True,1.0,23.774577762040796,-3.552713678800501e-15
E172_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.968597931633094,19.488631485886472,0.5268704964305645,0.0,106,107,E,True,1.0,23.984099913950132,-3.552713678800501e-15
E172_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9137631395466363,19.219353752543903,0.519590637239495,0.0,106,107,E,True,1.0,23.652707529330034,-3.552713678800501e-15
E173_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0712785033140784,15.082156462492147,3.6211427962341256,0.0,108,109,E,True,1.0,21.77457776204035,-3.552713678800501e-15
E173_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.061985253484954,15.0365200124546,3.6101857356367146,0.0,108,109,E,True,1.0,21.70869100157627,-3.552713678800501e-15
E174_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.67966934267437,37.712625045705394,15.206540110791726,0.0,103,110,E,True,1.0,60.598834499171495,0.0
